zone,date,PM2.5,PM10,NO2,SO2,CO,O3
Jahangirpuri,2026-03-12,84.7,233.3,53.6,40.0,1.26,73.14
Jahangirpuri,2026-03-13,50.5,169.2,45.9,38.4,0.91,27.19
Jahangirpuri,2026-03-14,98.8,202.8,48.9,39.2,1.1,54.6
Jahangirpuri,2026-03-15,38.5,95.0,42.7,36.8,0.75,35.64
Jahangirpuri,2026-03-16,43.2,131.9,44.9,37.7,0.92,63.3
Jahangirpuri,2026-03-17,101.8,225.6,57.8,40.0,1.3,62.96
Jahangirpuri,2026-03-18,97.8,194.6,49.5,39.9,0.9,62.54
Jahangirpuri,2026-03-19,60.1,104.0,40.8,36.1,0.96,16.09
Jahangirpuri,2026-03-20,57.9,81.2,33.6,33.5,0.66,15.56
Jahangirpuri,2026-03-21,82.0,148.0,42.0,37.1,1.26,19.55
Jahangirpuri,2026-03-22,87.3,173.7,45.2,37.9,1.05,19.76
Jahangirpuri,2026-03-23,61.5,119.7,46.6,32.5,0.94,67.56
Jahangirpuri,2026-03-24,86.2,228.7,55.1,44.9,1.41,92.09
Jahangirpuri,2026-03-25,122.5,272.8,59.7,47.8,1.5,108.5
Jahangirpuri,2026-03-26,102.6,267.0,64.6,46.7,1.5,134.09
Jahangirpuri,2026-03-27,72.3,197.2,53.9,44.3,1.18,85.44
Jahangirpuri,2026-03-28,88.1,213.1,52.9,47.9,1.23,114.61
Jahangirpuri,2026-03-29,90.2,241.3,50.9,49.9,2.2,131.03
Jahangirpuri,2026-03-30,80.3,271.2,54.2,46.9,1.94,81.46
Jahangirpuri,2026-03-31,95.8,200.2,48.1,50.9,1.34,58.11
Jahangirpuri,2026-04-01,49.1,144.8,45.3,42.5,1.06,141.26
Jahangirpuri,2026-04-02,90.0,223.2,55.3,49.5,1.51,162.51
Jahangirpuri,2026-04-03,87.3,276.8,46.8,45.2,2.33,63.01
Jahangirpuri,2026-04-04,59.9,157.7,38.9,41.1,1.31,53.38
Jahangirpuri,2026-04-05,64.4,177.0,39.1,43.4,0.7,74.51
Jahangirpuri,2026-04-06,65.7,187.5,46.6,42.0,0.96,86.86
Jahangirpuri,2026-04-07,49.3,125.2,38.3,40.7,0.76,39.9
Jahangirpuri,2026-04-08,41.5,89.2,29.6,36.7,0.54,73.15
Jahangirpuri,2026-04-09,63.7,153.3,38.2,40.0,0.76,76.74
Jahangirpuri,2026-04-10,74.0,204.1,41.8,42.3,0.57,45.43
Jahangirpuri,2026-04-11,72.2,200.4,45.5,41.3,0.9,47.96
Jahangirpuri,2026-04-12,71.1,198.1,44.2,42.3,0.78,49.03
Jahangirpuri,2026-04-13,77.6,226.7,53.7,50.2,1.09,58.95
Jahangirpuri,2026-04-14,110.1,288.3,58.5,50.8,1.6,72.05
Jahangirpuri,2026-04-15,126.2,321.8,63.9,58.8,2.52,65.38
Jahangirpuri,2026-04-16,155.5,378.0,69.6,61.0,1.99,27.75
Jahangirpuri,2026-04-17,137.9,395.9,74.0,57.7,3.1,67.15
Jahangirpuri,2026-04-18,214.0,581.7,97.8,61.1,7.2,4.4
Jahangirpuri,2026-04-19,141.0,328.2,62.3,57.2,3.58,62.71
Jahangirpuri,2026-04-20,86.5,275.0,62.2,45.5,0.95,51.7
Jahangirpuri,2026-04-21,98.0,288.9,68.4,45.5,1.15,60.81
Jahangirpuri,2026-04-22,139.5,356.7,73.1,57.7,1.36,65.81
Jahangirpuri,2026-04-23,83.5,259.9,59.9,55.7,2.06,54.05
Jahangirpuri,2026-04-24,113.5,366.1,65.5,59.1,2.73,72.24
Jahangirpuri,2026-04-25,122.7,400.0,58.4,39.3,1.35,51.08
Jahangirpuri,2026-04-26,108.2,349.6,49.4,18.4,1.17,53.21
Jahangirpuri,2026-04-27,110.2,306.3,49.0,20.2,1.25,73.59
Jahangirpuri,2026-04-28,63.0,325.9,32.1,11.6,0.93,57.65
Jahangirpuri,2026-04-29,53.6,182.8,39.8,12.9,1.01,59.39
Jahangirpuri,2026-04-30,78.8,218.1,48.4,14.9,1.42,42.54
Jahangirpuri,2026-05-01,68.5,193.4,39.1,9.4,1.29,62.8
Jahangirpuri,2026-05-02,85.7,260.9,39.2,10.7,1.14,20.01
Jahangirpuri,2026-05-03,81.5,208.8,29.5,6.4,0.8,48.61
Jahangirpuri,2026-05-04,20.6,106.9,23.9,3.5,0.86,44.68
Jahangirpuri,2026-05-05,38.5,92.1,31.1,4.8,0.93,52.29
Jahangirpuri,2026-05-06,64.8,174.7,44.7,9.6,1.51,81.44
Jahangirpuri,2026-05-07,38.0,111.2,36.1,8.8,0.84,64.45
Jahangirpuri,2026-05-08,49.8,126.3,34.6,7.3,0.97,63.53
Jahangirpuri,2026-05-09,72.5,163.7,42.6,13.1,1.12,70.92
Jahangirpuri,2026-05-10,55.1,146.1,36.0,9.6,1.02,73.54
Jahangirpuri,2026-05-11,64.6,181.0,38.3,15.0,1.34,85.06
Jahangirpuri,2026-05-12,69.7,209.1,44.8,10.6,1.25,62.39
Jahangirpuri,2026-05-13,64.6,197.5,48.5,9.6,1.05,75.16
Jahangirpuri,2026-05-14,48.8,193.4,49.6,10.4,1.14,109.15
Jahangirpuri,2026-05-15,44.5,199.5,46.0,8.0,1.28,80.39
Jahangirpuri,2026-05-16,106.3,304.1,64.3,11.9,1.45,74.96
Jahangirpuri,2026-05-17,81.5,293.2,53.2,11.5,1.19,61.74
Jahangirpuri,2026-05-18,64.5,292.3,49.4,11.5,1.68,62.06
Jahangirpuri,2026-05-19,72.2,308.0,55.8,12.0,1.89,54.84
Jahangirpuri,2026-05-20,83.8,251.8,53.4,12.2,1.8,50.95
Jahangirpuri,2026-05-21,70.5,305.8,36.8,8.1,1.0,45.38
Jahangirpuri,2026-05-22,65.5,262.5,41.8,12.5,0.91,70.86
Jahangirpuri,2026-05-23,71.6,304.0,49.5,17.4,1.11,55.8
Jahangirpuri,2026-05-24,84.0,299.4,53.9,17.5,1.84,57.46
Jahangirpuri,2026-05-25,67.1,420.5,50.0,13.5,1.1,37.86
Jahangirpuri,2026-05-26,87.1,327.7,54.2,21.1,1.22,67.65
Jahangirpuri,2026-05-27,63.1,321.5,61.7,16.0,1.51,72.2
Jahangirpuri,2026-05-28,75.1,276.7,47.2,15.8,2.02,45.16
Jahangirpuri,2026-05-29,23.8,136.9,32.6,10.9,0.64,51.32
Jahangirpuri,2026-05-30,23.9,123.8,31.7,10.5,0.6,52.88
Jahangirpuri,2026-05-31,25.1,87.1,31.1,9.5,0.72,53.38
Jahangirpuri,2026-06-01,47.7,132.2,36.3,11.2,0.97,61.89
Jahangirpuri,2026-06-02,57.3,150.1,37.7,9.4,1.11,49.89
Jahangirpuri,2026-06-03,52.8,174.0,43.8,10.2,1.23,53.2
Jahangirpuri,2026-06-04,51.0,210.1,45.1,9.5,1.59,36.27
Jahangirpuri,2026-06-05,29.0,320.0,21.9,1.8,0.8,19.2
Jahangirpuri,2026-06-06,82.3,279.6,43.9,9.5,1.73,26.0
Jahangirpuri,2026-06-07,39.7,252.1,34.0,9.3,1.15,28.0
Jahangirpuri,2026-06-08,32.3,192.2,25.5,10.5,0.2,26.79
Jahangirpuri,2026-06-09,37.2,362.7,26.8,9.0,0.88,46.1
Jahangirpuri,2026-06-10,51.5,264.8,35.7,6.8,1.69,26.66
Jahangirpuri,2026-06-11,39.3,161.4,31.6,9.5,1.06,24.47
Jahangirpuri,2026-06-12,33.7,73.8,29.7,9.0,1.19,18.5
Jahangirpuri,2026-06-13,45.9,157.4,41.0,9.1,1.59,49.64
Jahangirpuri,2026-06-14,92.6,245.4,47.9,12.6,9.46,34.5
Jahangirpuri,2026-06-15,35.7,186.0,34.9,7.7,11.44,24.36
Jahangirpuri,2026-06-16,51.1,151.4,49.3,8.6,1.6,16.22
Jahangirpuri,2026-06-17,48.7,136.6,42.8,10.9,1.7,43.67
Jahangirpuri,2026-06-18,70.0,215.0,38.2,13.9,1.71,26.82
Jahangirpuri,2026-06-19,52.9,205.9,37.3,11.4,0.48,33.49
Jahangirpuri,2026-06-20,63.9,194.5,43.2,15.3,2.9,28.88
Jahangirpuri,2026-06-21,59.6,170.9,35.4,11.1,3.19,21.04
Jahangirpuri,2026-06-22,48.3,341.0,42.0,8.5,1.99,29.89
Jahangirpuri,2026-06-23,72.8,254.5,59.2,18.7,0.0,35.8
Jahangirpuri,2026-06-24,42.0,140.5,36.9,10.7,2.0,37.42
Jahangirpuri,2026-06-25,61.3,145.5,62.5,14.8,2.19,35.78
Jahangirpuri,2026-06-26,44.2,133.0,28.2,9.3,1.35,24.65
Jahangirpuri,2026-06-27,77.3,171.2,34.0,9.3,1.42,32.09
Jahangirpuri,2026-06-28,70.3,171.7,41.1,8.1,1.53,30.77
Jahangirpuri,2026-06-29,60.0,185.5,34.2,7.4,1.38,20.4
Jahangirpuri,2026-06-30,55.3,202.9,31.0,5.1,1.03,12.82
Jahangirpuri,2026-07-01,59.2,117.8,33.4,3.4,1.27,15.67
Jahangirpuri,2026-07-02,61.0,93.0,24.4,2.8,1.3,13.49
Jahangirpuri,2026-07-03,64.9,116.8,29.3,2.2,1.43,13.41
Jahangirpuri,2026-07-04,91.5,131.8,35.3,5.5,2.23,64.24
Jahangirpuri,2026-07-05,139.3,166.9,47.2,8.1,1.85,58.27
Jahangirpuri,2026-07-06,77.5,161.2,31.8,8.3,1.81,15.6
Jahangirpuri,2026-07-07,81.6,144.2,30.1,8.7,1.59,19.58
Jahangirpuri,2026-07-08,45.0,78.6,20.8,7.0,1.53,10.89
Jahangirpuri,2026-07-09,42.4,103.6,14.9,5.2,1.04,10.62
Jahangirpuri,2026-07-10,57.5,151.0,20.2,7.9,1.01,11.0
Jahangirpuri,2026-07-11,83.0,362.1,24.7,13.7,1.39,10.69
Jahangirpuri,2026-07-12,97.8,515.5,24.9,13.5,1.26,12.15
Jahangirpuri,2026-07-13,65.5,279.8,20.4,10.9,0.88,10.47
Jahangirpuri,2026-07-14,64.9,282.8,24.3,7.6,0.85,6.79
Jahangirpuri,2026-07-15,62.2,249.5,24.0,10.5,0.99,7.75
Jahangirpuri,2026-07-16,65.0,279.3,24.7,9.4,0.95,7.49
Jahangirpuri,2026-07-17,59.6,285.7,35.9,10.3,1.23,6.71
Jahangirpuri,2026-07-18,62.4,241.2,24.8,9.9,1.12,6.97
Jahangirpuri,2026-07-19,66.5,237.0,21.9,9.7,1.07,7.36
Jahangirpuri,2026-07-20,69.2,167.5,19.4,8.5,0.98,8.28
Jahangirpuri,2026-07-21,53.5,98.0,25.4,9.7,0.8,12.8
Mundka,2025-10-01,39.8,105.6,29.8,4.9,1.09,76.42
Mundka,2025-10-02,43.6,125.2,31.9,4.4,0.85,76.21
Mundka,2025-10-03,40.9,90.5,31.4,8.4,0.79,58.65
Mundka,2025-10-04,69.2,161.2,32.0,10.2,2.19,70.83
Mundka,2025-10-05,70.5,214.9,34.3,9.9,1.09,79.49
Mundka,2025-10-07,14.7,50.4,33.8,9.4,0.93,60.02
Mundka,2025-10-08,36.0,72.9,35.5,4.5,0.58,44.64
Mundka,2025-10-09,44.8,109.7,29.1,7.2,0.68,58.3
Mundka,2025-10-10,67.0,237.8,43.5,19.6,1.05,89.73
Mundka,2025-10-11,82.4,288.4,52.2,5.8,1.08,86.45
Mundka,2025-10-12,72.5,195.6,40.0,10.0,0.93,84.85
Mundka,2025-10-13,90.8,275.2,50.7,14.4,0.81,89.94
Mundka,2025-10-14,91.0,222.8,58.0,14.1,1.59,89.88
Mundka,2025-10-15,134.8,346.0,57.7,15.6,1.25,80.61
Mundka,2025-10-16,159.2,397.9,60.2,22.6,1.44,89.89
Mundka,2025-10-17,125.2,283.9,54.0,11.4,1.33,89.91
Mundka,2025-10-18,95.5,221.7,45.4,21.7,0.59,90.55
Mundka,2025-10-19,121.6,228.0,53.5,12.4,0.55,104.62
Mundka,2025-10-20,249.2,386.7,61.4,31.0,1.42,98.61
Mundka,2025-10-21,269.2,386.0,56.3,41.3,1.27,77.89
Mundka,2025-10-22,175.1,264.1,47.2,18.4,0.95,81.65
Mundka,2025-10-23,125.0,228.9,53.6,16.1,0.97,78.58
Mundka,2025-10-24,118.9,281.2,61.7,21.2,1.5,84.37
Mundka,2025-10-25,166.7,359.0,63.8,16.9,1.58,92.5
Mundka,2025-10-26,199.8,430.0,70.3,21.8,3.2,100.79
Mundka,2025-10-27,164.7,312.9,55.4,7.9,1.35,64.08
Mundka,2025-10-28,149.6,279.5,76.3,14.0,1.44,55.64
Mundka,2025-10-29,172.2,279.0,93.9,9.3,1.3,42.11
Mundka,2025-10-30,224.1,354.0,111.8,6.7,1.6,37.44
Mundka,2025-10-31,106.8,226.0,95.0,5.8,1.27,33.0
Mundka,2025-11-01,229.4,406.7,106.3,12.7,1.38,38.31
Mundka,2025-11-02,198.4,346.3,107.2,13.6,1.78,70.1
Mundka,2025-11-03,173.1,297.3,89.2,9.3,1.16,8.7
Mundka,2025-11-04,106.7,333.7,98.7,18.3,1.07,75.14
Mundka,2025-11-05,110.7,227.0,75.2,12.1,1.77,61.02
Mundka,2025-11-06,282.5,417.8,77.9,26.9,1.81,62.99
Mundka,2025-11-07,262.3,431.7,87.6,23.9,1.41,77.41
Mundka,2025-11-08,256.2,453.5,85.4,22.7,1.18,83.58
Mundka,2025-11-09,191.6,312.9,99.2,12.0,0.71,87.72
Mundka,2025-11-10,336.6,435.2,113.7,30.9,2.29,79.15
Mundka,2025-11-11,349.7,415.5,108.5,41.3,1.72,98.16
Mundka,2025-11-12,360.8,436.1,102.1,60.8,2.07,88.96
Mundka,2025-11-13,327.5,393.8,104.8,25.3,1.53,85.3
Mundka,2025-11-14,284.3,361.5,102.8,25.9,1.74,84.06
Mundka,2025-11-15,280.4,348.0,97.6,29.0,1.75,84.83
Mundka,2025-11-16,273.8,327.9,99.3,44.4,1.38,15.07
Mundka,2025-11-17,212.8,267.8,87.5,22.6,2.09,62.16
Mundka,2025-11-18,168.8,213.0,86.2,18.7,1.3,9.7
Mundka,2025-11-19,293.7,343.5,103.9,19.6,1.52,98.72
Mundka,2025-11-20,274.2,347.5,110.3,39.5,3.53,88.7
Mundka,2025-11-21,351.5,423.7,116.4,73.3,5.52,54.97
Mundka,2025-11-22,281.3,370.0,103.1,41.1,3.01,74.14
Mundka,2025-11-23,332.9,378.6,101.7,13.7,1.93,36.59
Mundka,2025-11-24,258.9,302.7,89.9,15.8,2.48,73.46
Mundka,2025-11-25,242.3,301.5,93.5,18.2,2.38,39.04
Mundka,2025-11-26,338.0,367.0,107.8,23.4,1.7,5.8
Mundka,2025-12-01,159.2,226.2,99.3,9.4,1.5,65.4
Mundka,2025-12-02,270.8,344.8,118.7,19.3,3.58,61.49
Mundka,2025-12-03,176.5,224.7,99.9,7.6,1.78,52.35
Mundka,2025-12-04,220.0,289.3,98.2,10.2,1.56,37.73
Mundka,2025-12-05,238.1,397.8,83.9,14.1,2.19,70.81
Mundka,2025-12-06,217.4,423.2,75.4,13.5,1.67,84.39
Mundka,2025-12-07,203.3,333.4,69.7,9.9,1.33,77.52
Mundka,2025-12-08,181.9,345.9,71.0,9.8,1.35,81.49
Mundka,2025-12-09,168.4,409.9,78.3,9.5,1.8,73.44
Mundka,2025-12-10,169.7,352.6,70.3,9.7,1.59,76.93
Mundka,2025-12-11,213.6,380.8,74.7,13.7,2.25,67.46
Mundka,2025-12-12,234.7,443.0,76.6,18.6,1.85,27.43
Mundka,2025-12-13,463.6,650.6,118.1,26.5,2.62,88.55
Mundka,2025-12-14,602.8,746.4,94.1,27.3,4.23,5.73
Mundka,2025-12-15,362.3,475.1,77.1,14.4,3.13,40.94
Mundka,2025-12-16,241.0,411.0,67.7,8.3,1.74,70.35
Mundka,2025-12-17,228.7,397.8,68.5,6.4,2.3,5.28
Mundka,2025-12-18,323.6,428.5,50.4,8.0,2.1,24.05
Mundka,2025-12-19,252.3,375.1,56.9,10.3,2.42,38.86
Mundka,2025-12-20,405.3,539.6,64.4,21.8,3.83,7.71
Mundka,2025-12-21,257.0,375.1,49.6,4.9,1.99,46.45
Mundka,2025-12-22,307.5,468.3,58.2,6.7,2.01,66.49
Mundka,2025-12-23,279.6,382.1,62.5,10.7,1.95,51.34
Mundka,2025-12-24,125.4,248.8,59.2,7.4,1.56,60.8
Mundka,2025-12-25,166.1,304.5,62.4,10.3,2.15,69.7
Mundka,2025-12-26,228.7,368.0,65.1,13.2,1.57,64.04
Mundka,2025-12-27,270.9,380.4,72.5,13.2,1.63,40.48
Mundka,2025-12-28,283.6,402.3,63.7,12.6,2.27,72.69
Mundka,2025-12-29,342.3,462.5,54.7,15.9,3.47,34.69
Mundka,2025-12-30,183.0,262.1,45.4,15.9,1.92,13.71
Mundka,2025-12-31,285.3,397.9,47.7,18.8,2.83,20.71
Mundka,2026-01-01,238.0,324.8,43.2,11.0,1.82,27.31
Mundka,2026-01-02,114.1,155.2,34.5,7.7,1.35,37.46
Mundka,2026-01-03,165.0,255.3,40.3,8.8,1.51,39.3
Mundka,2026-01-04,153.9,230.4,41.8,8.4,1.32,25.94
Mundka,2026-01-05,150.8,249.6,43.4,7.6,1.64,54.15
Mundka,2026-01-06,208.5,301.0,39.3,8.9,1.42,12.09
Mundka,2026-01-07,156.3,236.3,41.2,7.6,1.39,38.88
Mundka,2026-01-08,137.3,206.9,43.4,7.4,1.46,36.66
Mundka,2026-01-09,199.0,299.9,60.5,11.9,1.54,42.45
Mundka,2026-01-10,182.4,277.1,57.5,12.2,1.52,41.96
Mundka,2026-01-11,174.1,242.9,53.1,9.6,1.24,47.54
Mundka,2026-01-12,210.2,312.0,59.2,13.0,1.88,42.17
Mundka,2026-01-13,290.4,345.2,56.4,20.3,3.05,55.1
Mundka,2026-01-14,193.0,317.0,67.7,12.5,1.4,36.8
Mundka,2026-01-15,224.5,411.4,63.0,13.0,1.86,54.21
Mundka,2026-01-16,216.4,342.3,54.4,12.8,1.82,49.71
Mundka,2026-01-17,444.2,575.8,87.9,18.7,2.81,84.63
Mundka,2026-01-18,417.5,549.8,79.7,19.3,5.1,74.16
Mundka,2026-01-19,353.1,524.6,81.2,16.9,3.42,79.58
Mundka,2026-01-20,256.9,382.4,64.7,11.5,1.97,64.58
Mundka,2026-01-21,210.9,358.6,65.4,11.0,1.62,60.21
Mundka,2026-01-22,209.3,390.1,63.5,11.8,2.02,96.79
Mundka,2026-01-23,158.2,221.3,45.7,6.2,1.19,65.17
Mundka,2026-01-24,71.1,181.8,36.9,7.5,1.55,34.36
Mundka,2026-01-25,102.1,235.9,46.2,5.8,1.51,59.02
Mundka,2026-01-26,123.8,260.6,57.8,6.6,1.39,45.88
Mundka,2026-01-27,253.0,391.3,66.0,12.2,3.22,35.01
Mundka,2026-01-28,173.9,235.6,47.8,4.2,2.08,26.26
Mundka,2026-01-29,137.5,239.8,49.7,9.0,1.43,39.01
Mundka,2026-01-30,133.9,215.3,47.1,11.0,1.54,61.21
Mundka,2026-01-31,248.8,444.5,73.7,15.4,1.42,81.75
Mundka,2026-02-01,104.5,193.5,56.7,13.2,1.3,63.1
Mundka,2026-02-02,158.7,270.8,39.5,8.4,1.17,28.9
Mundka,2026-02-03,187.7,269.6,53.3,11.1,2.02,62.85
Mundka,2026-02-04,234.4,366.4,57.1,15.7,2.17,60.24
Mundka,2026-02-05,141.7,269.4,62.7,14.8,2.39,79.56
Mundka,2026-02-06,135.8,310.0,68.5,16.0,1.73,73.6
Mundka,2026-02-07,128.8,261.6,58.2,15.5,1.34,76.27
Mundka,2026-02-08,105.3,203.2,61.5,17.4,1.24,78.01
Mundka,2026-02-09,135.6,333.2,68.4,16.0,2.33,83.81
Mundka,2026-02-10,206.9,432.9,79.2,23.7,3.09,92.2
Mundka,2026-02-11,196.4,360.7,70.4,24.3,2.48,67.85
Mundka,2026-02-12,96.0,251.2,58.0,20.0,1.5,59.19
Mundka,2026-02-13,137.2,323.2,72.9,19.7,1.49,61.9
Mundka,2026-02-14,142.5,280.0,87.1,23.6,1.47,76.28
Mundka,2026-02-15,135.0,276.0,73.5,18.1,1.0,6.1
Mundka,2026-02-16,88.6,222.4,71.4,20.9,1.17,83.24
Mundka,2026-02-17,69.3,307.2,78.0,19.5,2.05,76.27
Mundka,2026-02-18,136.7,322.3,71.6,25.3,2.33,17.86
Mundka,2026-02-19,104.2,190.9,67.8,25.5,2.05,71.59
Mundka,2026-02-20,117.9,256.5,59.1,16.9,1.45,64.66
Mundka,2026-02-21,127.4,272.2,63.5,18.2,1.34,72.58
Mundka,2026-02-22,122.1,239.1,66.4,16.4,1.4,74.01
Mundka,2026-02-23,159.3,374.0,80.4,20.3,2.03,78.89
Mundka,2026-02-24,154.0,302.6,95.1,16.6,1.44,72.21
Mundka,2026-02-25,135.8,326.7,103.7,19.2,1.45,56.83
Mundka,2026-02-26,103.8,298.4,98.5,23.9,2.0,64.11
Mundka,2026-02-27,101.9,337.8,107.0,28.2,1.49,72.42
Mundka,2026-02-28,120.5,407.0,109.5,35.3,2.33,69.52
Mundka,2026-03-01,95.5,259.0,91.3,30.1,1.2,33.33
Mundka,2026-03-02,113.8,252.8,77.6,23.2,1.34,70.86
Mundka,2026-03-03,108.2,250.2,69.8,17.3,1.7,68.47
Mundka,2026-03-05,68.0,196.7,56.2,16.8,1.34,36.62
Mundka,2026-03-06,125.1,284.7,61.1,24.3,1.66,64.28
Mundka,2026-03-07,132.1,369.6,72.1,26.0,2.23,79.05
Mundka,2026-03-08,138.5,359.8,74.2,31.9,2.34,73.69
Mundka,2026-03-09,141.5,299.0,67.1,29.2,1.48,51.61
Mundka,2026-03-10,134.3,381.7,68.6,30.1,2.12,56.99
Mundka,2026-03-11,116.5,354.7,78.4,28.9,1.92,56.64
Mundka,2026-03-12,99.3,299.8,75.9,23.6,1.32,33.07
Mundka,2026-03-13,47.3,194.4,62.2,9.1,1.41,30.03
Mundka,2026-03-14,107.0,287.2,78.5,16.4,1.39,35.04
Mundka,2026-03-15,76.1,241.1,77.5,16.6,1.65,29.67
Mundka,2026-03-16,37.1,170.2,73.7,19.6,1.11,48.43
Mundka,2026-03-17,113.1,230.0,80.4,28.1,1.21,41.26
Mundka,2026-03-18,107.1,243.8,85.5,26.9,1.27,66.14
Mundka,2026-03-19,60.4,118.6,82.5,22.7,1.3,19.75
Mundka,2026-03-20,51.1,74.9,57.7,21.2,0.99,19.61
Mundka,2026-03-21,71.8,146.3,58.7,26.2,1.3,54.28
Mundka,2026-03-22,98.9,195.2,54.6,29.4,1.22,58.91
Mundka,2026-03-23,65.9,187.8,67.8,17.2,1.72,60.11
Mundka,2026-03-24,115.2,341.2,72.9,25.8,2.27,58.77
Mundka,2026-03-25,128.2,236.6,71.2,30.5,1.42,71.22
Mundka,2026-03-26,112.8,293.6,73.1,29.1,1.26,77.44
Mundka,2026-03-27,71.3,169.3,58.5,31.5,1.08,51.73
Mundka,2026-03-28,105.5,275.3,67.2,38.2,1.47,64.17
Mundka,2026-03-29,80.1,272.9,76.9,16.7,1.87,93.4
Mundka,2026-03-30,59.4,274.0,56.2,13.5,1.31,45.03
Mundka,2026-03-31,113.7,236.9,35.2,23.7,1.54,38.21
Mundka,2026-04-01,49.9,162.6,37.4,11.6,1.12,78.11
Mundka,2026-04-02,83.7,271.6,44.2,14.5,1.5,82.1
Mundka,2026-04-03,78.6,356.5,36.0,12.8,2.03,46.41
Mundka,2026-04-04,59.0,168.0,31.7,11.7,1.06,43.97
Mundka,2026-04-05,45.4,127.8,30.9,15.9,0.73,56.06
Mundka,2026-04-06,84.3,209.0,50.2,29.3,1.27,69.26
Mundka,2026-04-07,43.3,142.7,69.1,18.6,1.16,46.24
Mundka,2026-04-08,38.0,103.5,60.8,15.6,0.96,66.09
Mundka,2026-04-09,40.7,150.1,63.2,18.2,1.2,31.26
Mundka,2026-04-10,69.1,204.7,61.5,20.9,1.13,27.2
Mundka,2026-04-11,73.8,201.5,67.2,27.6,1.0,25.23
Mundka,2026-04-12,65.5,209.0,70.7,23.2,1.01,25.51
Mundka,2026-04-13,71.2,263.4,62.6,25.7,1.34,10.75
Mundka,2026-04-14,101.6,248.4,56.2,28.1,1.4,25.1
Mundka,2026-04-15,123.1,440.3,57.2,31.1,1.75,22.92
Mundka,2026-04-16,153.4,428.4,52.3,35.8,1.45,27.92
Mundka,2026-04-17,103.0,404.8,57.1,20.0,2.56,44.54
Mundka,2026-04-18,155.2,559.0,54.5,32.6,4.2,22.4
Mundka,2026-04-19,147.5,353.3,44.8,30.1,1.98,68.56
Mundka,2026-04-20,89.1,296.2,39.6,26.2,1.57,62.83
Mundka,2026-04-21,101.1,339.0,51.6,28.4,1.46,75.0
Mundka,2026-04-22,119.1,378.5,86.9,35.1,1.62,68.26
Mundka,2026-04-23,92.7,358.9,88.6,26.4,1.5,56.42
Mundka,2026-04-24,134.4,402.1,84.4,33.0,1.92,96.67
Mundka,2026-04-25,138.8,385.0,92.6,43.6,1.43,81.11
Mundka,2026-04-26,126.8,369.6,111.2,45.5,1.56,83.06
Mundka,2026-04-27,145.0,387.9,116.7,41.0,2.1,105.3
Mundka,2026-04-28,68.0,381.9,116.1,20.3,1.51,106.06
Mundka,2026-04-29,43.1,194.1,105.0,14.5,1.69,74.45
Mundka,2026-04-30,64.1,238.6,123.2,19.1,1.63,64.7
Mundka,2026-05-01,42.2,172.4,97.1,14.9,1.12,41.15
Mundka,2026-05-02,52.4,170.4,97.7,10.2,1.16,26.71
Mundka,2026-05-03,33.9,200.5,95.3,10.3,1.16,33.04
Mundka,2026-05-04,13.9,69.6,93.1,9.1,0.88,26.0
Mundka,2026-05-05,35.0,104.1,100.2,10.6,0.93,27.38
Mundka,2026-05-06,54.3,156.6,103.6,12.4,1.25,36.94
Mundka,2026-05-07,33.8,148.5,96.2,16.8,1.06,34.11
Mundka,2026-05-08,31.5,124.8,97.0,19.3,1.0,34.05
Mundka,2026-05-09,45.8,147.7,98.4,22.5,1.07,40.3
Mundka,2026-05-10,52.0,152.1,91.6,17.5,1.15,34.64
Mundka,2026-05-11,57.2,182.0,99.3,13.6,1.65,40.01
Mundka,2026-05-12,61.4,222.3,95.8,12.1,1.44,39.79
Mundka,2026-05-13,55.9,186.5,90.0,13.5,1.3,45.85
Mundka,2026-05-14,47.7,214.7,83.1,9.5,1.38,54.7
Mundka,2026-05-15,46.1,224.3,88.3,10.0,1.07,35.89
Mundka,2026-05-16,104.0,254.6,95.6,32.0,1.41,32.02
Mundka,2026-05-17,76.9,269.4,91.6,31.2,1.12,26.51
Mundka,2026-05-18,70.7,288.8,86.5,31.5,1.35,9.93
Mundka,2026-05-19,77.9,348.3,92.9,27.8,1.23,56.49
Mundka,2026-05-20,66.5,237.2,119.8,19.3,1.58,56.29
Mundka,2026-05-21,48.1,294.2,94.6,10.0,1.1,47.0
Mundka,2026-05-22,50.5,254.6,95.6,17.1,1.54,81.64
Mundka,2026-05-23,79.2,323.5,88.2,20.5,1.73,76.04
Mundka,2026-05-24,77.7,297.4,101.1,18.4,2.19,69.66
Mundka,2026-05-25,65.2,399.8,97.5,9.8,0.83,47.65
Mundka,2026-05-26,91.3,297.2,101.2,18.3,1.09,69.51
Mundka,2026-05-27,76.7,318.5,103.3,17.3,1.94,73.42
Mundka,2026-05-28,77.7,289.2,110.2,16.3,2.52,33.0
Mundka,2026-05-29,26.9,123.5,84.9,3.9,1.71,26.9
Mundka,2026-05-30,27.0,137.9,99.2,4.0,0.91,24.53
Mundka,2026-05-31,21.3,87.7,101.9,1.8,0.84,27.84
Mundka,2026-06-01,33.7,122.6,74.7,6.8,1.79,34.71
Mundka,2026-06-02,32.7,106.6,48.3,7.2,0.98,28.29
Mundka,2026-06-03,53.8,187.3,80.7,12.8,1.28,36.27
Mundka,2026-06-04,48.0,199.2,85.9,6.8,1.17,29.62
